iter	RMSE
171	0.1692103128
172	0.168924948
173	0.1684380061
174	0.1681136262
175	0.1678857839
176	0.1674772688
177	0.167122596
178	0.1668148105
179	0.1662602719
180	0.1658726215
181	0.1654866042
182	0.1652264163
183	0.1650299855
184	0.1645303168
185	0.1642529641
186	0.1637659492
187	0.1635165293
188	0.1629992041
189	0.1626889971
190	0.1623199765
191	0.1620190241
192	0.1616914932
193	0.1614044391
194	0.1610003051
195	0.160710455
196	0.1604839771
197	0.1602953987
198	0.1600612857
199	0.1596195857
200	0.1593583268
201	0.1591598923
202	0.1588300637
203	0.1584077242
204	0.1579365328
205	0.1575583607
206	0.1574198101
207	0.1571821599
208	0.156796554
209	0.1565066744
210	0.15611059
211	0.1557916188
212	0.1556245365
213	0.1554553393
214	0.1550440354
215	0.1548244171
216	0.1546422253
217	0.154166239
218	0.1537581626
219	0.1533209407
220	0.1529415246
221	0.1525850442
222	0.1523330084
223	0.1518353508
224	0.1515738775
225	0.1514255657
226	0.1512076166
227	0.1510492985
228	0.1507435187
229	0.150442364
230	0.1500621122
231	0.1498882124
232	0.1497118481
233	0.1495102261
234	0.1492036005
235	0.1490173395
236	0.1486477957
237	0.1484844708
238	0.1482899708
239	0.1481247391
240	0.1478901775
241	0.1475844253
242	0.1473316712
243	0.1471696741
244	0.1467647061
245	0.1466066005
246	0.1463169171
247	0.1460620009
248	0.1459471197
249	0.1456567007
250	0.1454750416
251	0.1452864376
252	0.1450632467
253	0.1447304115
254	0.1445649223
255	0.1443805418
256	0.1442534804
257	0.1440907868
258	0.1439279421
259	0.1438099488
260	0.1434712997
261	0.1432594702
262	0.1431084169
263	0.1429005526
264	0.1427410397
265	0.1426066801
266	0.1424572841
267	0.1421842923
268	0.1419836417
269	0.1417456152
270	0.1415401804
271	0.1412986238
272	0.1411006368
273	0.1406476396
274	0.140511287
275	0.1403940347
276	0.1401640315
277	0.1399181207
278	0.1397550994
279	0.1395470354
280	0.139354848
281	0.1392228588
282	0.1390474765
283	0.1387054986
284	0.1384002837
285	0.1382900497
286	0.1381280086
287	0.1379838148
288	0.1378416703
289	0.1377310844
290	0.1375961111
291	0.1374418438
292	0.1372371058
293	0.1371111424
294	0.1369290682
295	0.1367581724
296	0.1366510943
297	0.1364952733
298	0.136378664
299	0.1363084882
300	0.136112211
301	0.1360009267
302	0.1357507218
303	0.135645617
304	0.135577151
305	0.1354654508
306	0.1350587807
307	0.134831726
308	0.1346307073
309	0.1345097158
310	0.1343854105
311	0.1341961219
312	0.1339756157
313	0.1338908223
314	0.1336757759
315	0.1335996266
316	0.1334114327
317	0.1331748585
318	0.133030481
319	0.1327765585
320	0.1326221435
321	0.1325086349
322	0.1324130309
323	0.1323136814
324	0.1322319898
325	0.1321559425
326	0.1320623563
327	0.1318379724
328	0.1314743135
329	0.1313748788
330	0.1312402112
331	0.1311184259
332	0.1309981098
333	0.1308118718
334	0.1307172721
335	0.1305550338
336	0.1304567171
337	0.1302925673
338	0.1302357055
339	0.1300728887
340	0.1299819048
341	0.1298896206
342	0.1298449166
343	0.1297687569
344	0.1296826458
345	0.1295512054
346	0.1293299813
347	0.1292438674
348	0.1291763699
349	0.1290195446
350	0.1288478938
351	0.1287928418
352	0.1287384391
353	0.1286759489
354	0.1285165568
355	0.128427847
356	0.1281805844
357	0.1281050917
358	0.1279898991
359	0.127861701
360	0.1277741459
361	0.1276435424
362	0.1275649585
363	0.1273839765
364	0.1272784066
365	0.1271782843
366	0.1271164759
367	0.1269807305
368	0.1268774902
369	0.1267136931
370	0.1266419027
371	0.1265524503
372	0.1264642718
373	0.1263603095
374	0.1262779536
375	0.1262154107
376	0.1261595273
377	0.1259035086
378	0.1257345308
379	0.1255163233
380	0.1254495932
381	0.1253457587
382	0.1251846636
383	0.1250719993
384	0.1249769416
385	0.1249114351
386	0.1247810555
387	0.1247010147
388	0.1244773782
389	0.1244057337
390	0.1243056646
391	0.124233179
392	0.1241696246
393	0.1241134157
394	0.1240354102
395	0.123865306
396	0.1238156539
397	0.1236855105
398	0.1235143376
399	0.1234302899
400	0.1233683253
401	0.1232845937
402	0.1232072588
403	0.1231387282
404	0.1230865407
405	0.1229664615
406	0.1229082421
407	0.1228311594
408	0.1227482947
409	0.1226195039
410	0.1225412937
411	0.1224547867
412	0.1223247077
413	0.1222327934
414	0.1221721666
415	0.1221099811
416	0.1219914873
417	0.1219062764
418	0.1218639437
419	0.1216786508
420	0.1216301737
421	0.121427554
422	0.1213461401
423	0.1212895466
424	0.1212219068
425	0.1210962973
426	0.1210246992
427	0.1209368904
428	0.1208578686
429	0.1207065948
430	0.1206199279
431	0.1205596494
432	0.1204845798
433	0.1203824534
434	0.1202428038
435	0.1201793174
436	0.1200680695
437	0.1199137082
438	0.1197791017
439	0.1197093197
440	0.1196634046
441	0.1196229829
442	0.1195567199
443	0.119477216
444	0.1194153744
445	0.1192656349
446	0.1192054728
447	0.1191443301
448	0.1190743234
449	0.1189841061
450	0.1188780933
451	0.1187792171
452	0.1186766901
453	0.1185804906
454	0.1185361582
455	0.1184737727
456	0.1183483984
457	0.1182997743
458	0.1181533403
459	0.1180803958
460	0.118033643
461	0.1179906488
462	0.1178774792
463	0.117791361
464	0.1176945373
465	0.1176184714
466	0.1175521615
467	0.1174887144
468	0.1173790919
469	0.117319886
470	0.1172193859
471	0.1171844223
472	0.117125058
473	0.1170816658
474	0.1170236864
475	0.1169113533
476	0.1168931638
477	0.1168525476
478	0.1168061996
479	0.1167581199
480	0.1167103488
481	0.116616878
482	0.1165464808
483	0.1165086134
484	0.1164668299
485	0.1163938588
486	0.1163056206
487	0.1162469115
488	0.1162116065
489	0.1161612794
490	0.1161090799
491	0.1160300332
492	0.115980402
493	0.1158907539
494	0.1157209763
495	0.1156885297
496	0.1156333623
497	0.1155709981
498	0.1155195673
499	0.1153861213
500	0.115275761
501	0.1152249665
502	0.1151211637
503	0.1150930791
504	0.1149995986
505	0.1149596207
506	0.1149105381
507	0.1148012608
508	0.114747393
509	0.1147299463
510	0.1146966701
511	0.1146248946
512	0.1145828584
513	0.1145593912
514	0.1145183808
515	0.1144308831
516	0.1143892324
517	0.1142680017
518	0.1142032135
519	0.1141173736
520	0.1140083919
521	0.1139793467
522	0.1138867604
523	0.1138021603
524	0.1137234565
525	0.1136590718
526	0.1136276501
527	0.1135482267
528	0.1134794304
529	0.1134459771
530	0.1134132523
531	0.1133635272
532	0.1132995883
533	0.1132552395
534	0.1132180337
535	0.1132018711
536	0.1130862513
537	0.113028724
538	0.1129880061
539	0.1129287112
540	0.1128463127
541	0.1127902144
542	0.1127020987
543	0.112665847
544	0.1125981164
545	0.1125573147
546	0.1124981126
547	0.1124595047
548	0.1123743691
549	0.1123392303
550	0.1122912829
551	0.112271637
552	0.1122414934
553	0.1122041356
554	0.1121410664
555	0.1121020634
556	0.1120342602
557	0.1119747665
558	0.1119433611
559	0.111905565
560	0.1118143053
561	0.1117651474
562	0.1117125959
563	0.1116600781
564	0.1116152744
565	0.1115879893
566	0.1115504866
567	0.1115322973
568	0.1114600532
569	0.1114002129
570	0.1113475869
571	0.1112544238
572	0.1112020367
573	0.1111413048
574	0.1110805269
575	0.1109941348
576	0.1109244996
577	0.1109019341
578	0.1108717821
579	0.1108507754
580	0.1108075891
581	0.1107567725
582	0.1106946192
583	0.1106500463
584	0.1105684819
585	0.1105123418
586	0.1104540256
587	0.1104258826
588	0.1104076038
589	0.1103697661
590	0.1103097232
591	0.1102672577
592	0.11021864
593	0.1101831774
594	0.1101333457
595	0.1100868719
596	0.1100478535
597	0.1100206169
598	0.1100016572
599	0.1099500061
600	0.1099199001
601	0.1098755663
602	0.1098146893
603	0.1097734375
604	0.1096973938
605	0.1096466822
606	0.1096136319
607	0.1095826706
608	0.1095389268
609	0.1094942218
610	0.1094191863
611	0.109379447
612	0.1093437663
613	0.109317877
614	0.1092697661
615	0.1092065258
616	0.1091746325
617	0.1091385338
618	0.1090810029
619	0.1090551628
620	0.1090127334
621	0.1089897138
622	0.1089279434
623	0.1088898091
624	0.1088440202
625	0.1088226369
626	0.1087973544
627	0.1087685068
628	0.1087336373
629	0.1086842799
630	0.1086643233
631	0.1086408814
632	0.1086027248
633	0.1085551985
634	0.1085235169
635	0.1084941379
636	0.1084743514
637	0.1084122469
638	0.1083853083
639	0.1083567356
640	0.1083225192
641	0.1082714811
642	0.1082271875
643	0.108202881
644	0.1081529021
645	0.1081326528
646	0.1080944575
647	0.108045515
648	0.108037735
649	0.107993447
650	0.1079515958
651	0.1079347869
652	0.1079248441
653	0.1078776734
654	0.1078093184
655	0.1077673912
656	0.1077489521
657	0.1077336719
658	0.1077125697
659	0.1076827734
660	0.1076567429
661	0.107638057
662	0.1075991417
663	0.1075634615
664	0.1075339497
665	0.1074978814
666	0.1074873473
667	0.1074619155
668	0.1074312555
669	0.1074095204
670	0.1073881618
671	0.107375488
672	0.1073524132
673	0.107343242
674	0.1073130582
675	0.1072888404
676	0.1072710716
677	0.1072521783
678	0.1071840937
679	0.1071491224
680	0.107125036
681	0.1071177443
682	0.1070878827
683	0.1070468322
684	0.1070239832
685	0.1069993817
686	0.1069844744
687	0.1069623071
688	0.1068952751
689	0.1068723934
690	0.1068445239
691	0.1068218635
692	0.1067938776
693	0.1067572695
694	0.1067326276
695	0.1066796833
696	0.1066561515
697	0.1066410484
698	0.1066238027
699	0.1066043065
700	0.1065840443
701	0.106558001
702	0.1065120933
703	0.1064933827
704	0.1064819639
705	0.1064620906
706	0.1064208775
707	0.1064078137
708	0.1063577445
709	0.1063353358
710	0.106325094
711	0.1063152264
712	0.1062951845
713	0.1062748857
714	0.1062360607
715	0.1061937417
716	0.1061612221
717	0.1061320585
718	0.1061183857
719	0.106098039
720	0.1060799332
721	0.1060517582
722	0.1060273906
723	0.1060139015
724	0.1059914258
725	0.105949675
726	0.1059339954
727	0.105926014
728	0.1059060314
729	0.1058733212
730	0.105835782
731	0.1058204503
732	0.1057775967
733	0.1057564332
734	0.1057466081
735	0.1057240141
736	0.1057034096
737	0.1056845938
738	0.1056669959
739	0.1056331654
740	0.1056074041
741	0.1055828505
742	0.1055575041
743	0.1055394077
744	0.1055098289
745	0.1054827981
746	0.1054671754
747	0.1054331769
748	0.1054088816
749	0.1053653629
750	0.1053498426
751	0.1053247163
752	0.1053085118
753	0.1052869819
754	0.1052792272
755	0.105259222
756	0.1052380605
757	0.1052247044
758	0.1052024603
759	0.1051692879
760	0.1051510969
761	0.1051354673
762	0.1050957787
763	0.1050760257
764	0.1050507698
765	0.105033216
766	0.1050103675
767	0.1049901315
768	0.1049774181
769	0.1049613276
770	0.1049415264
771	0.1049010981
772	0.1048646289
773	0.1048467979
774	0.1047912009
775	0.1047717609
776	0.1047514914
777	0.1047363677
778	0.1047269652
779	0.1047110262
780	0.1046801962
781	0.1046635219
782	0.1046493704
783	0.1046359624
784	0.1046211089
785	0.1045828537
786	0.1045659135
787	0.1045359211
788	0.1045092955
789	0.1044818249
790	0.1044580516
791	0.1044406864
792	0.1044232851
793	0.1044049575
794	0.1043691652
795	0.1043373684
796	0.104314729
797	0.1042870615
798	0.1042593927
799	0.1042445843
800	0.1042316532
801	0.1042112326
802	0.1041987047
803	0.1041831379
804	0.1041631324
805	0.1041413544
806	0.104120006
807	0.1041011752
808	0.1040897873
809	0.1040654279
810	0.1040374948
811	0.1040219904
812	0.1040011738
813	0.1039773299
814	0.1039589791
815	0.1039333832
816	0.103919745
817	0.1039100226
818	0.1038958164
819	0.1038639953
820	0.103839234
821	0.1038257965
822	0.1037932832
823	0.1037729559
824	0.1037477624
825	0.1037139321
826	0.1036827994
827	0.1036622649
828	0.1036391286
829	0.1036132778
830	0.1036016629
831	0.1035877738
832	0.1035706837
833	0.1035507206
834	0.1035331521
835	0.1035142352
836	0.1034932366
837	0.1034655589
838	0.1034564214
839	0.1034441203
840	0.1034172853
841	0.1033926286
842	0.1033788087
843	0.1033627874
844	0.1033416423
845	0.103324216
846	0.1033065487
847	0.1032860367
848	0.1032640412
849	0.1032362337
850	0.1032165339
851	0.1032059939
852	0.1031752948
853	0.1031529366
854	0.1031405987
855	0.1031308746
856	0.103121795
857	0.1031049118
858	0.1030845282
859	0.1030661622
860	0.1030498048
861	0.1030351941
862	0.1030083828
863	0.1029999561
864	0.1029885428
865	0.1029741806
866	0.1029558614
867	0.1029386134
868	0.1029301992
869	0.1029066096
870	0.1028926595
871	0.1028774499
872	0.1028618347
873	0.1028346395
874	0.1028131213
875	0.1027987032
876	0.1027812785
877	0.1027536037
878	0.1027411145
879	0.1027248608
880	0.1027034366
881	0.1026814097
882	0.1026736811
883	0.1026615548
884	0.1026528556
885	0.1026349733
886	0.1026177308
887	0.1026032999
888	0.1025692435
889	0.1025599902
890	0.102541233
891	0.1025326622
892	0.1025127679
893	0.1024978344
894	0.1024800761
895	0.102465657
896	0.1024454198
897	0.1024269288
898	0.1024121661
899	0.1024007759
900	0.1023862281
901	0.1023705717
902	0.1023509062
903	0.1023387472
904	0.1023289539
905	0.1022985245
906	0.1022751889
907	0.1022657474
908	0.1022528829
909	0.1022342654
910	0.1022110485
911	0.1021867195
912	0.1021486639
913	0.1021312957
914	0.1021156421
915	0.1021003313
916	0.1020793707
917	0.1020758513
918	0.1020684323
919	0.1020583344
920	0.102044783
921	0.1020126641
922	0.1020075274
923	0.1019962594
924	0.1019818233
925	0.101972459
926	0.1019589121
927	0.1019372095
928	0.1019232
929	0.1018797204
930	0.1018574204
931	0.1018474535
932	0.1018270528
933	0.1018140403
934	0.1018009624
935	0.1017807738
936	0.1017721708
937	0.1017569441
938	0.1017415639
939	0.1017079331
940	0.1016920084
941	0.101681663
942	0.1016606529
943	0.1016506103
944	0.1016362819
945	0.10161615
946	0.1016046149
947	0.1015936834
948	0.1015805727
949	0.1015520874
950	0.1015371757
951	0.1015287428
952	0.1015162405
953	0.1015009727
954	0.1014834118
955	0.1014607782
956	0.1014496774
957	0.1014308212
958	0.1014157724
959	0.1014002346
960	0.1013755163
961	0.1013439196
962	0.1013336279
963	0.1013207338
964	0.1013158809
965	0.1012927616
966	0.1012790737
967	0.1012670188
968	0.1012596339
969	0.1012542609
970	0.1012382498
971	0.1012230377
972	0.1012023544
973	0.101181797
974	0.1011621192
975	0.1011501642
976	0.1011466774
977	0.1011306523
978	0.1011169034
979	0.1011031691
980	0.1010829184
981	0.1010578272
982	0.1010446981
983	0.1010270091
984	0.1010142315
985	0.1009927175
986	0.1009721168
987	0.1009600331
988	0.1009504639
989	0.1009410854
990	0.1009280679
991	0.1009163464
992	0.1009094912
993	0.1008890862
994	0.1008735525
995	0.1008464427
996	0.1008225811
997	0.1007945014
998	0.1007794918
999	0.1007634618
1000	0.1007545747
1001	0.1007426046
1002	0.1007378886
1003	0.1007182636
1004	0.1007004627
1005	0.1006807092
1006	0.1006676145
1007	0.1006411582
1008	0.1006341377
1009	0.100626217
1010	0.1006171435
1011	0.1006091024
1012	0.1005911644
1013	0.100568345
1014	0.1005579846
1015	0.1005533617
1016	0.1005313116
1017	0.1005132761
1018	0.1004919057
1019	0.100471423
1020	0.1004671685
1021	0.100440555
1022	0.1004258608
1023	0.1004002198
1024	0.1003841546
1025	0.1003700882
1026	0.1003604073
1027	0.100342468
1028	0.1003228784
1029	0.1003150248
1030	0.1003129617
1031	0.1003007412
1032	0.1002920726
1033	0.1002801877
1034	0.1002615975
1035	0.1002380601
1036	0.1002277437
1037	0.1002139992
1038	0.100202915
1039	0.1001957552
1040	0.100181041
1041	0.1001721218
1042	0.1001642052
1043	0.1001557625
1044	0.1001462567
1045	0.100141334
1046	0.100135059
1047	0.1001306801
1048	0.1001049564
1049	0.1000965004
1050	0.100079508
1051	0.1000747979
1052	0.1000585667
1053	0.1000386301
1054	0.1000248073
1055	0.1000104058
1056	0.0999934082
1057	0.09998352239
1058	0.09997267373
1059	0.0999597283
1060	0.09993737817
1061	0.09992783575
1062	0.09991781072
1063	0.09990695461
1064	0.09988697274
1065	0.09986906512
1066	0.09986262798
1067	0.09985260258
1068	0.09984209026
1069	0.09983558065
1070	0.09982369742
1071	0.09980877483
1072	0.0997943434
1073	0.09977572387
1074	0.09976966906
1075	0.09975992589
1076	0.09974957947
1077	0.09973894625
1078	0.09973435883
1079	0.09972428159
1080	0.09971091678
1081	0.09970087596
1082	0.09969424304
1083	0.09968843047
1084	0.09968254979
1085	0.09966593684
1086	0.09965784773
1087	0.0996400497
1088	0.09962125636
1089	0.09961397132
1090	0.09960514287
1091	0.09959531544
1092	0.09958180228
1093	0.09957240585
1094	0.09955556829
1095	0.09954641536
1096	0.09953849712
1097	0.09952882654
1098	0.09952140169
1099	0.09950346462
1100	0.09949254093
1101	0.09948675923
1102	0.09947184961
1103	0.09945787347
1104	0.09944117723
1105	0.09942981661
1106	0.09941864033
1107	0.09941624917
1108	0.09939625887
1109	0.09937581202
1110	0.09936608836
1111	0.09935691509
1112	0.09934437298
1113	0.09932398973
1114	0.09931758672
1115	0.09930652511
1116	0.09928677117
1117	0.09927557614
1118	0.09926609369
1119	0.09926136424
1120	0.09924886471
1121	0.09924365775
1122	0.09923178731
1123	0.09921923093
1124	0.09921191827
1125	0.09919089437
1126	0.09918529725
1127	0.09917642857
1128	0.09916472559
1129	0.09915668886
1130	0.09914524273
1131	0.09913827226
1132	0.0991181767
1133	0.09911113733
1134	0.0990972133
1135	0.09908756662
1136	0.09906853928
1137	0.09906217261
1138	0.09905522323
1139	0.09903335344
1140	0.09902548745
1141	0.09900924179
1142	0.09898842106
1143	0.09898269824
1144	0.09897839522
1145	0.09897139953
1146	0.09895771535
1147	0.09894339845
1148	0.09893898611
1149	0.09892799091
1150	0.09892377229
1151	0.09892158536
1152	0.09891562761
1153	0.09891068768
1154	0.09889406109
1155	0.0988862499
1156	0.09887647486
1157	0.09886234665
1158	0.09885975791
1159	0.09885180565
1160	0.09882541013
1161	0.09881613022
1162	0.09880533468
1163	0.09878857694
1164	0.09877171838
1165	0.09876041751
1166	0.09874337586
1167	0.09873111259
1168	0.09872466064
1169	0.09870803664
1170	0.09869405453
1171	0.09869051293
1172	0.09868075323
1173	0.09867823704
1174	0.09866650358
1175	0.0986530876
1176	0.09864930339
1177	0.09863851345
1178	0.09861967987
1179	0.09861445632
1180	0.09860168052
1181	0.09859462455
1182	0.09858643405
1183	0.09857672794
1184	0.09855592776
1185	0.09854426729
1186	0.09852911391
1187	0.09851369423
1188	0.09850096828
1189	0.09849674039
1190	0.0984949538
1191	0.09848526491
1192	0.09847113622
1193	0.09846383325
1194	0.09845663779
1195	0.09844505111
1196	0.09843638242
1197	0.09842425222
1198	0.09841189198
1199	0.09840514452
1200	0.09839048078
1201	0.09838033955
1202	0.09837055203
1203	0.09835151789
1204	0.09833329463
1205	0.09832033265
1206	0.09831012393
1207	0.09830357945
1208	0.0982941808
1209	0.09828634271
1210	0.09827343794
1211	0.0982571906
1212	0.09823755005
1213	0.09823258781
1214	0.09821387144
1215	0.0981935186
1216	0.0981837757
1217	0.09816188567
1218	0.09815471944
1219	0.09814701965
1220	0.09813357571
1221	0.09812944346
1222	0.09812624703
1223	0.09811270881
1224	0.09809786553
1225	0.09808680697
1226	0.09807366257
1227	0.09806281612
1228	0.09806018305
1229	0.09804770194
1230	0.09804403188
1231	0.09803165915
1232	0.09802033945
1233	0.09799676698
1234	0.09798944632
1235	0.09798542249
1236	0.0979631015
1237	0.09794412897
1238	0.09793681315
1239	0.09793037348
1240	0.09791712178
1241	0.09791049629
1242	0.09789966805
1243	0.09788533823
1244	0.09787575263
1245	0.09786619175
1246	0.09786447532
1247	0.09785777722
1248	0.09783865579
1249	0.09782811141
1250	0.09781689149
1251	0.09780752274
1252	0.09780078853
1253	0.0977982432
1254	0.09779360494
1255	0.09778518143
1256	0.09777471798
1257	0.09776505707
1258	0.09775375857
1259	0.09773877352
1260	0.09772472453
1261	0.09771355767
1262	0.09770923021
1263	0.0976895778
1264	0.09768704368
1265	0.09767694839
1266	0.09767018708
1267	0.09766673856
1268	0.09766149124
1269	0.09765474213
1270	0.09764960176
1271	0.09764109076
1272	0.09763671122
1273	0.09762793649
1274	0.09762131195
1275	0.0976170551
1276	0.0976062797
1277	0.09759810933
1278	0.09758915692
1279	0.09758262364
1280	0.09757293689
1281	0.09756340046
1282	0.09755830523
1283	0.09754181216
1284	0.09753557864
1285	0.09752373049
1286	0.0975160362
1287	0.09750296079
1288	0.09748832562
1289	0.09747712552
1290	0.09746073111
1291	0.09745108872
1292	0.09744176211
1293	0.09743823745
1294	0.09742970215
1295	0.09741662633
1296	0.09741231531
1297	0.0974041894
1298	0.09739394422
1299	0.09738621123
1300	0.09736569113
1301	0.09735670535
1302	0.09735463888
1303	0.09734133856
1304	0.09733380665
1305	0.09732536361
1306	0.09731781983
1307	0.09731125864
1308	0.09730238621
1309	0.09729316011
1310	0.09728902837
1311	0.0972780743
1312	0.09725874036
1313	0.09723597232
1314	0.09721710463
1315	0.09720714576
1316	0.0972035812
1317	0.09718565818
1318	0.09718083432
1319	0.09716693374
1320	0.09715980948
1321	0.09714414518
1322	0.0971246081
1323	0.09712110448
1324	0.09710225255
1325	0.0970892139
1326	0.09708362772
1327	0.09706934551
1328	0.09706363255
1329	0.09704983667
1330	0.09702890382
1331	0.09702447679
1332	0.09701396265
1333	0.09700565152
1334	0.0970009402
1335	0.09698360191
1336	0.09697403171
1337	0.09696967874
1338	0.09695459502
1339	0.09694694904
1340	0.09693919747
1341	0.09692340851
1342	0.09690956752
1343	0.09689333584
1344	0.09688531968
1345	0.09688018384
1346	0.09686655678
1347	0.09685691987
1348	0.09684915496
1349	0.09684002688
1350	0.09683502628
1351	0.09682699893
1352	0.09682168168
1353	0.09680715975
1354	0.09679831189
1355	0.09679518122
1356	0.0967852637
1357	0.09677383264
1358	0.09676110668
1359	0.09674890468
1360	0.09674238472
1361	0.09673364872
1362	0.096724355
1363	0.09671961899
1364	0.0967163737
1365	0.09669888366
1366	0.09669265721
1367	0.09668165195
1368	0.09667291274
1369	0.09666435344
1370	0.09664728108
1371	0.09663751701
1372	0.09663134682
1373	0.0966195731
1374	0.09660708927
1375	0.09659259875
1376	0.09658008062
1377	0.09656644457
1378	0.09656022121
1379	0.09655310192
1380	0.09653959877
1381	0.09653104742
1382	0.09652272153
1383	0.09651405718
1384	0.09650947737
1385	0.09650475181
1386	0.09649971054
1387	0.09648981447
1388	0.0964807406
1389	0.09647193792
1390	0.09646235058
1391	0.09645566514
1392	0.09644612479
1393	0.09643414442
1394	0.09642598059
1395	0.09641813174
1396	0.09641413954
1397	0.09641155602
1398	0.09639752535
1399	0.0963855341
1400	0.09637791005
1401	0.09636599177
1402	0.0963564706
1403	0.09634380377
1404	0.0963360519
1405	0.09632170397
1406	0.09631396428
1407	0.09630786412
1408	0.09629434115
1409	0.09628649817
1410	0.09627297117
1411	0.09627060738
1412	0.09626241877
1413	0.09624791687
1414	0.0962377025
1415	0.09622646298
1416	0.09621918961
1417	0.09621633921
1418	0.09620624888
1419	0.09619162825
1420	0.09618665435
1421	0.09618083342
1422	0.0961757015
1423	0.09616084439
1424	0.09614805322
1425	0.09613874652
1426	0.09613558879
1427	0.09613313111
1428	0.09612843403
1429	0.09612181988
1430	0.0961132543
1431	0.09609751099
1432	0.09609075127
1433	0.09607862602
1434	0.09607035409
1435	0.09606398547
1436	0.09604719054
1437	0.09603495511
1438	0.09602674784
1439	0.09602029411
1440	0.0960053618
1441	0.09599116565
1442	0.09597703263
1443	0.09596593034
1444	0.09595531911
1445	0.09595048694
1446	0.0959407875
1447	0.095931889
1448	0.09592112365
1449	0.09591121392
1450	0.09590796008
1451	0.09589904266
1452	0.0958843956
1453	0.09587699379
1454	0.0958674897
1455	0.09586037086
1456	0.09585622661
1457	0.09584969761
1458	0.09584755661
1459	0.09583825047
1460	0.09582629572
1461	0.09581964598
1462	0.09580471061
1463	0.09579490787
1464	0.09577832231
1465	0.09577549477
1466	0.09576957181
1467	0.09576116653
1468	0.09575116181
1469	0.09574621114
1470	0.09572992031
1471	0.09570958359
1472	0.09570122923
1473	0.09569372071
1474	0.09568147024
1475	0.09567459155
1476	0.09566957835
1477	0.09565492592
1478	0.09565064933
1479	0.09563566155
1480	0.09562588572
1481	0.09561457402
1482	0.09560487226
1483	0.09558727934
1484	0.09557696931
1485	0.09556915341
1486	0.09556234645
1487	0.09555458302
1488	0.09554600186
1489	0.09554117684
1490	0.09553207155
1491	0.0955205167
1492	0.09551532018
1493	0.09551284955
1494	0.09550567935
1495	0.09549611294
1496	0.09548127155
1497	0.09547570299
1498	0.09547221387
1499	0.09545680966
